"","uid","X","text","option_id_1","option_id_2","option_id_3","option_id_4","option_id_5","option_id_6","option_text_1","option_text_2","option_text_3","option_text_4","option_text_5","option_text_6","Tags"
"64","2964@1",593,"Which of these best describes how a neuron generates a response in the body?",11706,11707,11708,11709,NA,NA,"An action potential is generated, which travels down the axon towards the synapse, releasing a neurotransmitter.","A neurotransmitter is generated within the neuron, which is then released by the dendrite.","An action potential is generated, which travels down the dendrite.","A neurotransmitter is released and generates an action potential.",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:2,context-cnxmod:9e163641-a85d-473c-9e27-68357a60d47e,lo:stax-anp:4-5-2,exid:stax-anp:1418,type:conceptual-or-recall"
"65","2964@1",593,"Which of these best describes how a neuron generates a response in the body?",11706,11707,11708,11709,NA,NA,"An action potential is generated, which travels down the axon towards the synapse, releasing a neurotransmitter.","A neurotransmitter is generated within the neuron, which is then released by the dendrite.","An action potential is generated, which travels down the dendrite.","A neurotransmitter is released and generates an action potential.",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,display:multiple-choice,requires-choices:y,dok:2,blooms:2,cnxmod:9e163641-a85d-473c-9e27-68357a60d47e,lo:stax-anp:4-5-2,id:stax-anp:1418"
"66","2965@1",920,"Which of these is one of the four cardinal signs of inflammation?",11710,11711,11712,11713,NA,NA,"decreased blood flow","redness","sweeting","decrease in temperature",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,display:multiple-choice,requires-choices:y,dok:2,blooms:2,lo:stax-anp:4-6-1,id:stax-anp:1419,cnxmod:364be9f4-198b-4141-af4d-f6f1e2e7451f"
"67","2965@1",920,"Which of these is one of the four cardinal signs of inflammation?",11710,11711,11712,11713,NA,NA,"decreased blood flow","redness","sweeting","decrease in temperature",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:2,lo:stax-anp:4-6-1,exid:stax-anp:1419,context-cnxmod:364be9f4-198b-4141-af4d-f6f1e2e7451f,type:conceptual-or-recall"
"68","2966@1",596,"What is the role of histamine following tissue injury?",11714,11715,11716,11717,NA,NA,"widens blood vessels","replaces collagen","clotting","activation of pain neurons",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:2,context-cnxmod:364be9f4-198b-4141-af4d-f6f1e2e7451f,lo:stax-anp:4-6-2,exid:stax-anp:1420,type:conceptual-or-recall"
"69","2966@1",596,"What is the role of histamine following tissue injury?",11714,11715,11716,11717,NA,NA,"widens blood vessels","replaces collagen","clotting","activation of pain neurons",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,display:multiple-choice,requires-choices:n,dok:2,blooms:2,cnxmod:364be9f4-198b-4141-af4d-f6f1e2e7451f,lo:stax-anp:4-6-2,id:stax-anp:1420"
"70","2967@1",597,"Which of these is true regarding the primary union and secondary union healing processes?",11718,11719,11720,11721,NA,NA,"Primary unions occur in large, gaping wounds.","Primary unions require stiches to minimize scarring.","Primary union are pulled together by the tissue that fills in the wound.","Primary unions are much less likely to produce scar tissue.",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,display:multiple-choice,requires-choices:y,dok:2,blooms:2,cnxmod:364be9f4-198b-4141-af4d-f6f1e2e7451f,lo:stax-anp:4-6-3,id:stax-anp:1421"
"71","2967@1",597,"Which of these is true regarding the primary union and secondary union healing processes?",11718,11719,11720,11721,NA,NA,"Primary unions occur in large, gaping wounds.","Primary unions require stiches to minimize scarring.","Primary union are pulled together by the tissue that fills in the wound.","Primary unions are much less likely to produce scar tissue.",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:2,context-cnxmod:364be9f4-198b-4141-af4d-f6f1e2e7451f,lo:stax-anp:4-6-3,exid:stax-anp:1421,type:conceptual-or-recall"
"72","2968@1",919,"Which is responsible for the appearance of wrinkles and high blood pressure?",11722,11723,11724,11725,NA,NA,"reduced elasticity caused by the thinning and drying of tissue","a decrease in calcium and other minerals","decreased capacity of the immune system","reduced levels of melanin production",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,display:multiple-choice,requires-choices:y,dok:2,blooms:2,cnxmod:364be9f4-198b-4141-af4d-f6f1e2e7451f,lo:stax-anp:4-6-4,id:stax-anp:1422"
"73","2968@1",919,"Which is responsible for the appearance of wrinkles and high blood pressure?",11722,11723,11724,11725,NA,NA,"reduced elasticity caused by the thinning and drying of tissue","a decrease in calcium and other minerals","decreased capacity of the immune system","reduced levels of melanin production",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:2,context-cnxmod:364be9f4-198b-4141-af4d-f6f1e2e7451f,lo:stax-anp:4-6-4,exid:stax-anp:1422,type:conceptual-or-recall"
"74","2969@1",1413,"Which of the following is NOT true regarding mutations in tissue?",11726,11727,11728,11729,NA,NA,"Benign tumors do not metastasize to other areas of the body.","Malignant tumors metastasize and spread to other tissues.","Mutations always lead to the formation of some kind of tumor.","Mutations are caused by alterations in the cell’s DNA.",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:2,context-cnxmod:364be9f4-198b-4141-af4d-f6f1e2e7451f,lo:stax-anp:4-6-5,exid:stax-anp:1423,type:conceptual-or-recall"
"75","2969@1",1413,"Which of the following is NOT true regarding mutations in tissue?",11726,11727,11728,11729,NA,NA,"Benign tumors do not metastasize to other areas of the body.","Malignant tumors metastasize and spread to other tissues.","Mutations always lead to the formation of some kind of tumor.","Mutations are caused by alterations in the cell’s DNA.",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,display:multiple-choice,requires-choices:y,dok:2,blooms:2,cnxmod:364be9f4-198b-4141-af4d-f6f1e2e7451f,lo:stax-anp:4-6-5,id:stax-anp:1423"
"76","2970@1",1344,"The integumentary system is made of multiple layers of tissue and cells. Which of these is not part of the integumentary system?",11730,11731,11732,11733,NA,NA,"skeletal muscle","blood vessels","autonomic and sensory nerve fibers","exocrine glands",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,display:multiple-choice,requires-choices:y,dok:2,blooms:2,lo:stax-anp:5-1-1,id:stax-anp:1424,cnxmod:471cb008-6900-476c-8a65-539fdc592b75"
"77","2970@1",1344,"The integumentary system is made of multiple layers of tissue and cells. Which of these is not part of the integumentary system?",11730,11731,11732,11733,NA,NA,"skeletal muscle","blood vessels","autonomic and sensory nerve fibers","exocrine glands",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:2,lo:stax-anp:5-1-1,exid:stax-anp:1424,context-cnxmod:471cb008-6900-476c-8a65-539fdc592b75,type:conceptual-or-recall"
"78","2971@1",1458,"The figure represents the layers of the epidermis. Which layer constantly goes through mitosis to produce new cells ?",11734,11735,11736,11737,NA,NA,"stratum corneum","stratum spinosum","stratum granulosum","stratum basale",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:2,context-cnxmod:471cb008-6900-476c-8a65-539fdc592b75,lo:stax-anp:5-1-2,exid:stax-anp:1425,type:conceptual-or-recall"
"79","2971@1",1458,"The figure represents the layers of the epidermis. Which layer constantly goes through mitosis to produce new cells ?",11734,11735,11736,11737,NA,NA,"stratum corneum","stratum spinosum","stratum granulosum","stratum basale",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,display:multiple-choice,requires-choices:n,dok:2,blooms:2,cnxmod:471cb008-6900-476c-8a65-539fdc592b75,lo:stax-anp:5-1-2,id:stax-anp:1425"
"80","2972@1",929,"Which of these is not a role of the hypodermis and deep fascia?",11738,11739,11740,11741,NA,NA,"fat storage","holding the nerves, hair follicles, sweat, and sebaceous glands of skin","insulation and cushioning","connecting skin to the fibrous tissue of the bones and muscles",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,display:multiple-choice,requires-choices:y,dok:2,blooms:2,cnxmod:471cb008-6900-476c-8a65-539fdc592b75,lo:stax-anp:5-1-3,id:stax-anp:1426"
"81","2972@1",929,"Which of these is not a role of the hypodermis and deep fascia?",11738,11739,11740,11741,NA,NA,"fat storage","holding the nerves, hair follicles, sweat, and sebaceous glands of skin","insulation and cushioning","connecting skin to the fibrous tissue of the bones and muscles",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:2,context-cnxmod:471cb008-6900-476c-8a65-539fdc592b75,lo:stax-anp:5-1-3,exid:stax-anp:1426,type:conceptual-or-recall"
"82","2973@1",603,"At what point in the epidermis do the nuclei and cell organelles of keratinocytes die, leaving only the keratin behind?",11742,11743,11744,11745,NA,NA,"stratum basale","stratum spinosum","stratum corneum","stratum granulosum",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:2,context-cnxmod:471cb008-6900-476c-8a65-539fdc592b75,lo:stax-anp:5-1-4,exid:stax-anp:1427,type:conceptual-or-recall"
"83","2973@1",603,"At what point in the epidermis do the nuclei and cell organelles of keratinocytes die, leaving only the keratin behind?",11742,11743,11744,11745,NA,NA,"stratum basale","stratum spinosum","stratum corneum","stratum granulosum",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,display:multiple-choice,requires-choices:n,dok:2,blooms:2,cnxmod:471cb008-6900-476c-8a65-539fdc592b75,lo:stax-anp:5-1-4,id:stax-anp:1427"
"84","2974@1",927,"Which of these individuals would have the least amount of eumelanin production from melanocytes?",11746,11747,11748,11749,NA,NA,"a red-haired, fair-skinned individual","an individual with dark brown eyes and hair","a dark-skinned individual","an individual with a deep sun tan",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,display:multiple-choice,requires-choices:y,dok:2,blooms:2,cnxmod:471cb008-6900-476c-8a65-539fdc592b75,lo:stax-anp:5-1-5,id:stax-anp:1428"
"85","2974@1",927,"Which of these individuals would have the least amount of eumelanin production from melanocytes?",11746,11747,11748,11749,NA,NA,"a red-haired, fair-skinned individual","an individual with dark brown eyes and hair","a dark-skinned individual","an individual with a deep sun tan",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:2,context-cnxmod:471cb008-6900-476c-8a65-539fdc592b75,lo:stax-anp:5-1-5,exid:stax-anp:1428,type:conceptual-or-recall"
"86","2975@1",608,"Which of these accessory structures of the skin is responsible for producing sweat?",11750,11751,11752,11753,NA,NA,"sebaceous glands","sudoriferous glands","arrector pili","nail bed",NA,NA,"book:stax-anp,ost-type:concept-coach,blooms:1,time:short,dok:2,lo:stax-anp:5-2-1,exid:stax-anp:1429,context-cnxmod:d04891a4-ef83-498a-a15b-ba1aabfe8beb,type:conceptual-or-recall"
"87","2975@1",608,"Which of these accessory structures of the skin is responsible for producing sweat?",11750,11751,11752,11753,NA,NA,"sebaceous glands","sudoriferous glands","arrector pili","nail bed",NA,NA,"book:stax-anp,ost-type:concept-coach,blooms:1,time:short,display:multiple-choice,requires-choices:y,dok:2,lo:stax-anp:5-2-1,id:stax-anp:1429,cnxmod:d04891a4-ef83-498a-a15b-ba1aabfe8beb"
"88","2976@1",625,"What do sebaceous glands secrete?",11754,11755,11756,11757,NA,NA,"lipids that lubricate skin","sweat needed for heat regulation","organic compounds that, following bacterial decomposition, cause body odor","water, salt, waste, and an antimicrobial peptide",NA,NA,"book:stax-anp,ost-type:concept-coach,dok:1,blooms:1,time:short,display:multiple-choice,requires-choices:n,cnxmod:d04891a4-ef83-498a-a15b-ba1aabfe8beb,lo:stax-anp:5-2-3,id:stax-anp:1430"
"89","2976@1",625,"What do sebaceous glands secrete?",11754,11755,11756,11757,NA,NA,"lipids that lubricate skin","sweat needed for heat regulation","organic compounds that, following bacterial decomposition, cause body odor","water, salt, waste, and an antimicrobial peptide",NA,NA,"book:stax-anp,ost-type:concept-coach,dok:1,blooms:1,time:short,context-cnxmod:d04891a4-ef83-498a-a15b-ba1aabfe8beb,lo:stax-anp:5-2-3,exid:stax-anp:1430,type:conceptual-or-recall"
"90","2977@1",611,"What structure within the skin enables it to be sensitive to touch?",11758,11759,11760,11761,NA,NA,"keratin and glycolipids in the stratum corneum","dilated arterioles in the dermis","colecalciferol","Meissner corpuscles",NA,NA,"book:stax-anp,ost-type:concept-coach,dok:1,blooms:1,time:short,display:multiple-choice,requires-choices:n,lo:stax-anp:5-3-1,id:stax-anp:1431,cnxmod:e6ad3f38-d07d-4798-b8bf-e160871246b6"
"91","2977@1",611,"What structure within the skin enables it to be sensitive to touch?",11758,11759,11760,11761,NA,NA,"keratin and glycolipids in the stratum corneum","dilated arterioles in the dermis","colecalciferol","Meissner corpuscles",NA,NA,"book:stax-anp,ost-type:concept-coach,dok:1,blooms:1,time:short,lo:stax-anp:5-3-1,exid:stax-anp:1431,context-cnxmod:e6ad3f38-d07d-4798-b8bf-e160871246b6,type:conceptual-or-recall"
"92","2978@1",613,"What change occurs in the skin during cold temperatures to minimize heat loss?",11762,11763,11764,11765,NA,NA,"sweat gland secretion increases","dilation of arterioles in the dermis","constriction of arterioles in the dermis","redness of the skin",NA,NA,"book:stax-anp,ost-type:concept-coach,dok:1,blooms:1,time:short,display:multiple-choice,requires-choices:n,cnxmod:e6ad3f38-d07d-4798-b8bf-e160871246b6,lo:stax-anp:5-3-2,id:stax-anp:1432"
"93","2978@1",613,"What change occurs in the skin during cold temperatures to minimize heat loss?",11762,11763,11764,11765,NA,NA,"sweat gland secretion increases","dilation of arterioles in the dermis","constriction of arterioles in the dermis","redness of the skin",NA,NA,"book:stax-anp,ost-type:concept-coach,dok:1,blooms:1,time:short,context-cnxmod:e6ad3f38-d07d-4798-b8bf-e160871246b6,lo:stax-anp:5-3-2,exid:stax-anp:1432,type:conceptual-or-recall"
"94","2979@1",616,"Which type of burns affects the epidermis, is the most painful, and heals within a few days?",11766,11767,11768,11769,NA,NA,"first-degree burn","second-degree burn","third-degree burn","fourth-degree burn",NA,NA,"book:stax-anp,ost-type:concept-coach,dok:1,blooms:1,time:short,display:multiple-choice,requires-choices:n,lo:stax-anp:5-4-1,id:stax-anp:1433,cnxmod:087cf343-a55f-4fdd-b745-931c2d01cec7"
"95","2979@1",616,"Which type of burns affects the epidermis, is the most painful, and heals within a few days?",11766,11767,11768,11769,NA,NA,"first-degree burn","second-degree burn","third-degree burn","fourth-degree burn",NA,NA,"book:stax-anp,ost-type:concept-coach,dok:1,blooms:1,time:short,lo:stax-anp:5-4-1,exid:stax-anp:1433,context-cnxmod:087cf343-a55f-4fdd-b745-931c2d01cec7,type:conceptual-or-recall"
"96","2980@1",936,"What is the first stage of the healing process that occurs following a skin injury?",11770,11771,11772,11773,NA,NA,"Fibroblasts deposit collagen, forming granulation tissue","Blood capillaries start to regrow","formation of a blood clot","basal cells start to multiply and recreate the epidermis",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,dok:2,blooms:2,context-cnxmod:087cf343-a55f-4fdd-b745-931c2d01cec7,lo:stax-anp:5-4-2,exid:stax-anp:1434,type:conceptual-or-recall"
"97","2980@1",936,"What is the first stage of the healing process that occurs following a skin injury?",11770,11771,11772,11773,NA,NA,"Fibroblasts deposit collagen, forming granulation tissue","Blood capillaries start to regrow","formation of a blood clot","basal cells start to multiply and recreate the epidermis",NA,NA,"book:stax-anp,ost-type:concept-coach,time:short,display:multiple-choice,requires-choices:n,dok:2,blooms:2,cnxmod:087cf343-a55f-4fdd-b745-931c2d01cec7,lo:stax-anp:5-4-2,id:stax-anp:1434"
"98","2981@1",935,"Which of these best describes cartilage?",11774,11775,11776,11777,NA,NA,"provides flexibility for movement","connects bone and muscle","the hardest, densest form of connective tissue","primary serves a protective role in the body",NA,NA,"book:stax-anp,ost-type:concept-coach,dok:1,blooms:1,time:short,display:multiple-choice,requires-choices:y,lo:stax-anp:6-1-1,id:stax-anp:1435,cnxmod:48d80d4f-3c79-411f-b2d8-f98504979f32"
